atu_number,title,level_1_category,level_2_category,level_3_category,category_range,detail_url,description
1159,The Ogre Wants to Learn to Play,"TALES OF THE STUPID OGRE (GIANT, DEVIL)",Man Outwits the Devil,,1155-1169,index.php?action=atu&src=atu&id=1159,"Finger caught in a cleft of a tree. [ K1111.0.1 ]. Later he is terrified by the man's wife with her legs apart. He thinks he is to be caught again [ K1755 ]. Cf. Type 151, 326, 1095 ."
1160,The ogre in the haunted castle. Beard caught fast,"TALES OF THE STUPID OGRE (GIANT, DEVIL)",Man Outwits the Devil,,1155-1169,index.php?action=atu&src=atu&id=1160,Beard caught fast. Cf. Type 326 . No examples in our database yet back to index
1161,The Bear Trainer and His Cat,"TALES OF THE STUPID OGRE (GIANT, DEVIL)",Man Outwits the Devil,,1155-1169,index.php?action=atu&src=atu&id=1161,"The bear drives the ogre from the room. »Is the big cat still living?» Cf. Type 957 . A man with a bear passes the night in a place frequented by ogres. The ogres come, discover the bear, think it is a cat, and try to feed it. The bear chases them… Variants 1161A. The Fatal Cow The devil gives the man a cow to be pastured for an in- definite length of time. After waiting in vain for the devil to claim his cow, the man sells it. WhenAT last the devil does come for his cow, the man makes gifts of: his father's comb for…"
1162,The Iron Man and the Ogre,"TALES OF THE STUPID OGRE (GIANT, DEVIL)",Man Outwits the Devil,,1155-1169,index.php?action=atu&src=atu&id=1162,In order to save the king's daughter from the ogre an iron man is forged. The ogre is driven away. [ K1756 ]. No examples in our database yet back to index
1163,The Ogre Teaches the Smith how to Use Sand in Forging Iron,"TALES OF THE STUPID OGRE (GIANT, DEVIL)",Man Outwits the Devil,,1155-1169,index.php?action=atu&src=atu&id=1163,The ogre blames the smith for his stupidity. Since then smiths have used sand. [ G651 ]. No examples in our database yet back to index
1164,The evil woman thrown into the pit,"TALES OF THE STUPID OGRE (GIANT, DEVIL)",Man Outwits the Devil,,1155-1169,index.php?action=atu&src=atu&id=1164,"The ogre comes out, since he cannot remain below with her. [K2325, T251.1.4]. Variants 1164B. Even the Devil Cannot Live with a Widow The man, finding himself in hell, gladly declares that life there is much better for him, compared to the life he spent on earth with his wife. He makes a bargain with the devil: should the latter endure life with his wife for three years, the former…   1164C. Devil Baked inside a Loaf of Bread Is afraid of the Woman.   1164D. The Demon and the Man Join Forces Cf. Types 332 , 1862B . I. The Cowed Demon. (a) A woman drives off with a broom both her husband and a demon who lives nearby, or the woman frightens a demon in some other way. (b) A man sings so poorly that his relatives force him to sing under a tree…   No examples in our database yet"
1165,The troll and the christening,"TALES OF THE STUPID OGRE (GIANT, DEVIL)",Man Outwits the Devil,,1155-1169,index.php?action=atu&src=atu&id=1165,"A farmer is on friendly terms with a troll whom he does not wish to invite to his child's christening, knowing the troll's appetite. Not wishing to offend him, he sends to invite him; but he is to say that among the guests will be found the Virgin… No examples in our database yet back to index"
1169,Changing Heads wih the Devil,"TALES OF THE STUPID OGRE (GIANT, DEVIL)",Man Outwits the Devil,,1155-1169,index.php?action=atu&src=atu&id=1169,"St. Peter accidentally strikes off heads of the devil and an old man. Trying to undo the damage he places heads back on wrong bodies. Cf. Type 774A . [A1371.1, E34]. No examples in our database yet back to index"
1170,The Evil Woman in the Glass Case as Last Commodity,"TALES OF THE STUPID OGRE (GIANT, DEVIL)",Souls Saved from the Devil,,1170-1199,index.php?action=atu&src=atu&id=1170,"The man is to belong to the ogre as soon as he has sold his goods. If he has any goods that no one will buy, he is to be free. The man puts an evil old woman in a glass case. When the devil sees her he recognizes her: »Whoever knows her will refuse… No examples in our database yet back to index"
1171,A Rabbit in Each Net,"TALES OF THE STUPID OGRE (GIANT, DEVIL)",Souls Saved from the Devil,,1170-1199,index.php?action=atu&src=atu&id=1171,The man is to belong to the devil if the latter can catch a rabbit in each of hundred nets set in high trees. [ H1024.3 ]. No examples in our database yet back to index
1175,Straightening a Curly Hair,"TALES OF THE STUPID OGRE (GIANT, DEVIL)",Souls Saved from the Devil,,1170-1199,index.php?action=atu&src=atu&id=1175,
1178,The Devil Outriddled,"TALES OF THE STUPID OGRE (GIANT, DEVIL)",Souls Saved from the Devil,,1170-1199,index.php?action=atu&src=atu&id=1178,Boy promised to the devil saves himself by giving riddles or enigmatic tasks that the devil cannot solve or perform. [G303. 16.19.3]. No examples in our database yet
1179,The ogre on the ship,"TALES OF THE STUPID OGRE (GIANT, DEVIL)",Souls Saved from the Devil,,1170-1199,index.php?action=atu&src=atu&id=1179,Must pump out the water (the whole sea). [ H1023.5 ].
1180,Catching Water in a Sieve,"TALES OF THE STUPID OGRE (GIANT, DEVIL)",Souls Saved from the Devil,,1170-1199,index.php?action=atu&src=atu&id=1180,The ogre and the girl [ H1023.2 ]. Cf. Type 480 . No examples in our database yet
1181,Sticks from the Body,"TALES OF THE STUPID OGRE (GIANT, DEVIL)",Souls Saved from the Devil,,1170-1199,index.php?action=atu&src=atu&id=1181,The ogre will help the man only in exchange for a part of the man's body. The man gives him a paring from his finger nail. [ H1021.7 ]. No examples in our database yet back to index
1182,The Level Bushel,"TALES OF THE STUPID OGRE (GIANT, DEVIL)",Souls Saved from the Devil,,1170-1199,index.php?action=atu&src=atu&id=1182,The student is to come into the devil's power if at the end of a year he does not at least return for the heaping bushel of gold a level one. The student forthwith hands back the level bushel and keeps the surplus. [ K223 ]. No examples in our database yet
1183,Washing Black Cloth White: Task for Devil,"TALES OF THE STUPID OGRE (GIANT, DEVIL)",Souls Saved from the Devil,,1170-1199,index.php?action=atu&src=atu&id=1183,"Sometimes cattle, wool, black man. [ H1023.6 ]. Gf. Types 480 , 1312 . No examples in our database yet back to index"
1184,The Last Leaf,"TALES OF THE STUPID OGRE (GIANT, DEVIL)",Souls Saved from the Devil,,1170-1199,index.php?action=atu&src=atu&id=1184,"The man is to pay the devil when the last leaf falls from the oak tree. It never falls. [K222, cf. K221]."
